age,duration,campaign,pdays,previous,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,subscribed,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_married,marital_single,marital_unknown,education_basic.6y,education_basic.9y,education_high.school,education_illiterate,education_professional.course,education_university.degree,education_unknown,default_unknown,default_yes,housing_unknown,housing_yes,loan_unknown,loan_yes,contact_telephone,month_aug,month_dec,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,day_of_week_mon,day_of_week_thu,day_of_week_tue,day_of_week_wed,poutcome_nonexistent,poutcome_success
1.533205848891823,261.0,-0.5659041261710637,0.19545094330910487,-0.3495662382013387,0.6480711790789838,0.7225701904056288,0.8865508150627759,0.7124312714087736,0.33166828196840353,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1.629170772881057,149.0,-0.5659041261710637,0.19545094330910487,-0.3495662382013387,0.6480711790789838,0.7225701904056288,0.8865508150627759,0.7124312714087736,0.33166828196840353,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
-0.29012770690362116,226.0,-0.5659041261710637,0.19545094330910487,-0.3495662382013387,0.6480711790789838,0.7225701904056288,0.8865508150627759,0.7124312714087736,0.33166828196840353,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
-0.0022329349359194767,151.0,-0.5659041261710637,0.19545094330910487,-0.3495662382013387,0.6480711790789838,0.7225701904056288,0.8865508150627759,0.7124312714087736,0.33166828196840353,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1.533205848891823,307.0,-0.5659041261710637,0.19545094330910487,-0.3495662382013387,0.6480711790789838,0.7225701904056288,0.8865508150627759,0.7124312714087736,0.33166828196840353,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0.47759168501025007,198.0,-0.5659041261710637,0.19545094330910487,-0.3495662382013387,0.6480711790789838,0.7225701904056288,0.8865508150627759,0.7124312714087736,0.33166828196840353,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1.8211006208595246,139.0,-0.5659041261710637,0.19545094330910487,-0.3495662382013387,0.6480711790789838,0.7225701904056288,0.8865508150627759,0.7124312714087736,0.33166828196840353,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0.09373198905331442,217.0,-0.5659041261710637,0.19545094330910487,-0.3495662382013387,0.6480711790789838,0.7225701904056288,0.8865508150627759,0.7124312714087736,0.33166828196840353,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
-1.537671718763662,380.0,-0.5659041261710637,0.19545094330910487,-0.3495662382013387,0.6480711790789838,0.7225701904056288,0.8865508150627759,0.7124312714087736,0.33166828196840353,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
-1.441706794774428,50.0,-0.5659041261710637,0.19545094330910487,-0.3495662382013387,0.6480711790789838,0.7225701904056288,0.8865508150627759,0.7124312714087736,0.33166828196840353,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
